pc_time,seq,x_m,y_m,z_m,rms_error_m,res_a0_m,res_a1_m,res_a2_m,res_a3_m,w_a0,w_a1,w_a2,w_a3,status_hex,pc_ms,raw_rms_error_m,filtered_flag
2026-05-06 22:08:06.485,201,3.5389,0.6058,1.0793,0.0119,-0.0038,0.0009,-0.0035,0.0233,1.000,1.000,0.991,0.219,0x0000000F,66195,0.0119,
2026-05-06 22:08:06.574,202,3.5305,0.5916,1.0935,0.0629,0.0093,-0.0021,0.0095,-0.1251,1.000,1.000,0.909,0.100,0x0000000F,66285,0.0629,
2026-05-06 22:08:06.663,203,3.5151,0.5770,1.1129,0.0549,0.0081,-0.0019,0.0094,-0.1090,1.000,1.000,0.797,0.100,0x0000000F,66374,0.0549,
2026-05-06 22:08:06.752,204,3.5012,0.5693,1.1292,0.0270,-0.0039,0.0010,-0.0048,0.0536,1.000,1.000,0.777,0.100,0x0000000F,66463,0.0270,
2026-05-06 22:08:06.841,205,3.4929,0.5668,1.1382,0.0113,0.0017,-0.0004,0.0022,-0.0224,1.000,1.000,0.696,0.100,0x0000000F,66553,0.0113,
2026-05-06 22:08:06.930,206,3.4964,0.5693,1.1333,0.0161,-0.0024,0.0005,-0.0030,0.0320,1.000,1.000,0.723,0.100,0x0000000F,66642,0.0161,
2026-05-06 22:08:07.019,207,3.4995,0.5977,1.1286,0.0505,0.0075,-0.0019,0.0098,-0.1002,1.000,1.000,0.702,0.100,0x0000000F,66731,0.0505,
2026-05-06 22:08:07.108,208,3.4932,0.6170,1.1324,0.0310,-0.0046,0.0011,-0.0063,0.0364,1.000,1.000,0.666,0.169,0x0000000F,66821,0.0186,accel_spike|interp
2026-05-06 22:08:07.194,209,3.4896,0.6265,1.1340,0.0114,0.0050,-0.0013,0.0086,-0.0205,1.000,1.000,0.539,0.325,0x0000000F,66910,0.0114,
2026-05-06 22:08:07.287,210,3.4787,0.6200,1.1260,0.0144,-0.0067,0.0016,-0.0116,0.0255,1.000,1.000,0.529,0.351,0x0000000F,66999,0.0144,
2026-05-06 22:08:07.376,211,3.4821,0.6156,1.1186,0.0275,-0.0151,0.0037,-0.0302,0.0433,1.000,1.000,0.469,0.471,0x0000000F,67089,0.0275,
2026-05-06 22:08:07.465,212,3.4848,0.6200,1.0936,0.0437,-0.0097,0.0024,-0.0275,0.0307,1.000,1.000,0.329,0.427,0x0000000F,67178,0.0212,accel_spike|interp
2026-05-06 22:08:07.552,213,3.5001,0.6426,1.0558,0.0600,0.0109,-0.0023,0.0979,-0.0270,1.000,1.000,0.100,0.531,0x0000000F,67267,0.0511,accel_spike|interp
2026-05-06 22:08:07.643,214,3.5139,0.6572,1.0315,0.0762,0.0162,-0.0035,0.1456,-0.0417,1.000,1.000,0.100,0.511,0x0000000F,67357,0.0762,
2026-05-06 22:08:08.088,219,3.5374,0.6368,1.0258,0.0381,-0.0148,0.0036,-0.0172,0.0727,1.000,1.000,0.797,0.274,0x0000000F,67803,0.0381,
2026-05-06 22:08:08.177,220,3.5448,0.5948,1.0493,0.0209,0.0002,-0.0001,0.0002,-0.0011,1.000,1.000,0.848,0.287,0x0000000F,67893,0.0006,accel_spike|interp
2026-05-06 22:08:08.267,221,3.5493,0.5512,1.0655,0.0037,-0.0017,0.0004,-0.0018,0.0070,1.000,1.000,0.880,0.332,0x0000000F,67982,0.0037,
2026-05-06 22:08:08.356,222,3.5371,0.5233,1.0954,0.0280,-0.0152,0.0035,-0.0143,0.0518,1.000,1.000,1.000,0.400,0x0000000F,68071,0.0280,
2026-05-06 22:08:08.444,223,3.5260,0.5216,1.1279,0.0195,0.0237,-0.0055,0.0220,-0.1195,1.000,1.000,1.000,0.268,0x0000000F,68161,0.0620,accel_spike|interp
2026-05-06 22:08:08.533,224,3.5160,0.5455,1.1613,0.0109,0.0200,-0.0047,0.0185,-0.1277,1.000,0.954,1.000,0.211,0x0000000F,68250,0.0653,accel_spike|interp
2026-05-06 22:08:08.623,225,3.5068,0.5855,1.1821,0.0024,-0.0003,0.0001,-0.0014,0.0045,1.000,1.000,0.216,0.100,0x0000000F,68339,0.0024,
2026-05-06 22:08:08.712,226,3.4677,0.6308,1.1648,0.0166,-0.0063,0.0016,-0.0069,0.0353,1.000,1.000,0.832,0.234,0x0000000F,68429,0.0183,accel_spike|interp
2026-05-06 22:08:08.801,227,3.4094,0.6785,1.1096,0.0307,-0.0062,0.0016,-0.0577,0.0199,1.000,1.000,0.100,0.410,0x0000000F,68518,0.0307,
2026-05-06 22:08:08.890,228,3.3556,0.7105,1.0393,0.0157,0.0033,-0.0008,0.0307,-0.0058,1.000,1.000,0.100,0.745,0x0000000F,68607,0.0157,
2026-05-06 22:08:08.979,229,3.2837,0.7675,0.9855,0.0146,-0.0142,0.0036,-0.0174,0.0184,1.000,1.000,0.769,1.000,0x0000000F,68696,0.0146,
2026-05-06 22:08:09.068,230,3.1898,0.8247,0.9434,0.0217,-0.0086,0.0025,-0.0083,0.0416,1.000,1.000,1.000,0.268,0x0000000F,68786,0.0217,
2026-05-06 22:08:09.781,238,2.7650,1.2468,0.7965,0.0235,-0.0294,0.0115,-0.0225,0.0266,0.826,1.000,1.000,1.000,0x0000000F,69500,0.0235,
2026-05-06 22:08:09.870,239,2.6557,1.3875,0.7997,0.0105,0.0154,-0.0045,0.0091,-0.0100,0.630,1.000,1.000,1.000,0x0000000F,69590,0.0105,
2026-05-06 22:08:09.959,240,2.5803,1.5093,0.8042,0.0118,-0.0132,0.0069,-0.0121,0.0138,1.000,1.000,1.000,0.985,0x0000000F,69679,0.0118,
2026-05-06 22:08:10.048,241,2.5363,1.5955,0.8214,0.0261,0.0312,-0.0155,0.0257,-0.0293,0.908,1.000,1.000,1.000,0x0000000F,69768,0.0261,
2026-05-06 22:08:10.133,242,2.4741,1.6601,0.8406,0.0255,0.0294,-0.0161,0.0260,-0.0282,0.948,1.000,1.000,1.000,0x0000000F,69858,0.0255,
2026-05-06 22:08:10.227,243,2.4365,1.7383,0.8539,0.0014,0.0016,-0.0010,0.0014,-0.0016,1.000,1.000,1.000,1.000,0x0000000F,69947,0.0014,
2026-05-06 22:08:10.315,244,2.4178,1.8236,0.8887,0.0193,-0.0221,0.0138,-0.0190,0.0210,1.000,1.000,1.000,1.000,0x0000000F,70036,0.0193,
2026-05-06 22:08:10.405,245,2.3707,1.8985,0.9113,0.0135,-0.0154,0.0103,-0.0134,0.0143,1.000,1.000,1.000,1.000,0x0000000F,70126,0.0135,
2026-05-06 22:08:10.494,246,2.3146,1.9661,0.9115,0.0122,-0.0160,0.0108,-0.0119,0.0120,0.812,0.792,1.000,1.000,0x0000000F,70215,0.0128,accel_spike|interp
2026-05-06 22:08:10.583,247,2.2523,2.0295,0.8905,0.0109,0.0267,-0.0077,0.0077,-0.0072,0.327,0.754,1.000,1.000,0x0000000F,70304,0.0149,accel_spike|interp
2026-05-06 22:08:10.672,248,2.1858,2.0908,0.8559,0.0096,0.0235,-0.0034,0.0040,-0.0036,0.193,0.899,1.000,1.000,0x0000000F,70394,0.0122,accel_spike|interp
2026-05-06 22:08:10.761,249,2.1175,2.1499,0.8334,0.0083,-0.0114,0.0072,-0.0074,0.0064,0.740,0.871,1.000,1.000,0x0000000F,70483,0.0083,
2026-05-06 22:08:10.850,250,2.0678,2.2038,0.7989,0.0050,-0.0063,0.0044,-0.0047,0.0042,0.864,1.000,1.000,1.000,0x0000000F,70572,0.0050,
2026-05-06 22:08:10.939,251,2.0012,2.2446,0.7432,0.0537,0.0328,-0.0354,0.0282,-0.0237,1.000,0.769,1.000,1.000,0x0000000F,70661,0.0304,accel_spike|interp
2026-05-06 22:08:11.028,252,1.9232,2.2775,0.6047,0.1024,-0.1411,-0.1115,-0.1301,-0.1260,0.825,0.801,1.000,1.000,0x0000000F,70751,0.1276,accel_spike|interp
2026-05-06 22:08:11.117,253,1.8388,2.3048,0.4136,0.1512,-0.1909,-0.0895,-0.1049,-0.1110,0.702,0.972,1.000,1.000,0x0000000F,70840,0.1302,accel_spike|interp
2026-05-06 22:08:11.207,254,1.7501,2.3295,0.1903,0.1999,-0.3157,-0.1747,-0.0350,-0.1685,0.100,0.947,1.000,1.000,0x0000000F,70929,0.1999,
2026-05-06 22:08:11.741,4,1.3596,2.6303,0.0000,0.1482,-0.1790,-0.0953,-0.1259,-0.1758,0.722,0.835,1.000,1.000,0x0000000F,71465,0.1482,
2026-05-06 22:08:11.830,5,1.3086,2.6940,0.0000,0.1398,-0.2245,-0.0642,-0.0860,-0.1275,1.000,0.740,1.000,1.000,0x0000000F,71555,0.1398,
2026-05-06 22:08:11.915,6,1.2555,2.7651,0.0000,0.1427,-0.1293,-0.0901,-0.1017,-0.1691,0.863,0.552,1.000,1.000,0x0000000F,71644,0.1263,accel_spike|interp
2026-05-06 22:08:12.008,7,1.2002,2.8290,0.0000,0.1457,-0.1858,-0.0783,-0.1083,-0.1803,0.683,0.581,1.000,1.000,0x0000000F,71733,0.1457,
2026-05-06 22:08:12.097,8,1.1470,2.8656,0.0000,0.1644,-0.2374,-0.0937,-0.1006,-0.1813,0.534,0.468,1.000,1.000,0x0000000F,71823,0.1644,
2026-05-06 22:08:12.187,9,1.0827,2.8834,0.0000,0.1485,-0.2274,-0.1231,-0.0535,-0.1358,0.392,0.502,1.000,1.000,0x0000000F,71912,0.1485,
2026-05-06 22:08:12.632,14,0.7913,3.1397,0.0000,0.2049,-0.2158,-0.1333,-0.1092,-0.3028,0.741,0.735,0.962,1.000,0x0000000F,72358,0.2049,
2026-05-06 22:08:12.721,15,0.7308,3.1804,0.0000,0.2244,-0.2828,-0.1323,-0.1009,-0.3063,0.633,0.679,1.000,1.000,0x0000000F,72448,0.2244,
2026-05-06 22:08:12.810,16,0.6663,3.2135,0.0000,0.2506,-0.3716,-0.1898,-0.0709,-0.2686,0.385,0.589,1.000,1.000,0x0000000F,72537,0.2506,
2026-05-06 22:08:13.344,22,0.3352,3.5240,0.4599,0.0353,-0.0660,0.0235,-0.0087,0.0020,0.100,0.377,0.683,0.686,0x0000000F,73073,0.0353,
2026-05-06 22:08:13.434,23,0.3223,3.5802,0.7819,0.0019,0.0020,-0.0027,0.0018,-0.0000,0.100,0.100,0.100,0.982,0x0000000F,73162,0.0019,
2026-05-06 22:08:13.523,24,0.3236,3.6246,1.0484,0.0050,-0.0296,0.0119,-0.0268,0.0008,0.100,0.335,0.100,0.825,0x0000000F,73252,0.0208,accel_spike|interp
2026-05-06 22:08:13.612,25,0.3357,3.6649,1.2725,0.0082,-0.0014,0.0019,-0.0026,0.0001,0.202,0.209,0.100,1.000,0x0000000F,73341,0.0017,accel_spike|interp
2026-05-06 22:08:13.701,26,0.3490,3.7030,1.4663,0.0113,0.0161,-0.0067,0.0142,-0.0006,0.100,0.317,0.100,0.850,0x0000000F,73430,0.0113,
2026-05-06 22:08:13.790,27,0.3606,3.7451,1.5806,0.0240,0.0353,-0.0218,0.0241,-0.0031,0.236,0.499,0.304,1.000,0x0000000F,73520,0.0240,
2026-05-06 22:08:14.235,32,0.2143,3.8927,1.8599,0.0162,-0.0234,0.0079,-0.0211,0.0006,0.100,0.407,0.100,1.000,0x0000000F,73966,0.0162,
2026-05-06 22:08:14.325,33,0.1723,3.8883,1.7150,0.0139,-1.0208,-0.0525,0.7871,-0.0324,0.100,0.504,0.100,1.000,0x0000000F,74056,0.6452,rms_abs|interp
2026-05-06 22:08:14.414,34,0.1652,3.8928,1.6127,0.0116,-0.0136,0.0048,-0.0118,0.0004,0.100,0.374,0.100,1.000,0x0000000F,74145,0.0093,accel_spike|interp
2026-05-06 22:08:14.503,35,0.1807,3.9042,1.5429,0.0093,-0.0486,0.0220,-0.0425,0.0011,0.100,0.298,0.100,1.000,0x0000000F,74234,0.0341,accel_spike|interp
2026-05-06 22:08:14.592,36,0.2107,3.9207,1.4975,0.0070,-0.0097,0.0056,-0.0084,0.0002,0.100,0.233,0.100,1.000,0x0000000F,74324,0.0070,
2026-05-06 22:08:14.681,37,0.2364,3.9551,1.4681,0.0404,-0.0463,0.0370,-0.0548,0.0016,0.139,0.232,0.100,1.000,0x0000000F,74413,0.0404,
2026-05-06 22:08:14.770,38,0.2887,3.9965,1.4481,0.0261,-0.0375,0.0173,-0.0317,0.0010,0.100,0.286,0.100,1.000,0x0000000F,74502,0.0261,
2026-05-06 22:08:14.855,39,0.3384,4.0272,1.4316,0.0433,-0.9922,-0.0430,0.2147,-0.0147,0.100,0.232,0.100,1.000,0x0000000F,74591,0.5081,rms_abs|interp
2026-05-06 22:08:14.948,40,0.3855,4.0723,1.4105,0.0604,-1.0573,-0.0396,0.2087,-0.0140,0.100,0.252,0.100,1.000,0x0000000F,74681,0.5393,rms_abs|interp
2026-05-06 22:08:15.036,41,0.4300,4.1263,1.3867,0.0776,-0.9734,-0.0683,0.3646,-0.0211,0.100,0.235,0.100,1.000,0x0000000F,74770,0.5209,rms_abs|interp
2026-05-06 22:08:15.127,42,0.4567,4.1582,1.3615,0.0947,-0.0480,0.0837,-0.1630,0.0049,0.427,0.316,0.100,1.000,0x0000000F,74859,0.0947,
2026-05-06 22:08:15.929,51,0.4569,4.2569,1.2570,0.0264,0.0354,-0.0179,0.0350,-0.0009,0.112,0.303,0.100,0.914,0x0000000F,75663,0.0264,
2026-05-06 22:08:16.018,52,0.3410,4.1550,1.2265,0.0202,-0.0285,0.0142,-0.0247,0.0006,0.100,0.272,0.100,1.000,0x0000000F,75753,0.0202,
2026-05-06 22:08:16.108,53,0.2961,4.1293,1.1760,0.0741,-1.1979,-0.1371,0.6066,-0.0532,0.178,0.309,0.100,0.823,0x0000000F,75842,0.6754,rms_abs|interp
2026-05-06 22:08:16.197,54,0.2996,4.1552,1.1126,0.1281,-0.1488,0.0964,-0.1850,0.0045,0.151,0.309,0.100,0.828,0x0000000F,75932,0.1281,
2026-05-06 22:08:16.286,55,0.3289,4.1927,1.0739,0.1816,-0.2639,0.1281,-0.2140,0.0093,0.100,0.272,0.100,0.483,0x0000000F,76021,0.1816,
2026-05-06 22:08:16.375,56,0.3610,4.2164,1.0966,0.1681,-0.2930,0.1169,-0.2352,0.0089,0.100,0.331,0.100,0.497,0x0000000F,76110,0.1968,accel_spike|interp
2026-05-06 22:08:16.464,57,0.3942,4.2175,1.1608,0.1546,-1.7254,-0.0193,0.2496,-0.0145,0.100,0.422,0.100,1.000,0x0000000F,76200,0.8718,rms_abs|interp
2026-05-06 22:08:16.552,58,0.4153,4.2035,1.2045,0.1411,-0.2149,0.0592,-0.1730,0.0088,0.100,0.470,0.100,0.593,0x0000000F,76289,0.1411,
2026-05-06 22:08:16.998,63,0.4660,4.0800,1.2140,0.0075,-0.0039,0.0141,-0.0031,0.0002,0.265,0.100,0.294,1.000,0x0000000F,76735,0.0075,
2026-05-06 22:08:17.889,73,0.5339,3.8365,0.7943,0.2156,-0.2053,-0.1271,-0.0845,-0.3470,0.953,0.487,1.000,1.000,0x0000000F,77629,0.2156,
2026-05-06 22:08:17.976,74,0.5527,3.6939,0.5466,0.1441,-0.7820,-0.0782,-0.1140,-0.4289,1.000,0.948,1.000,1.000,0x0000000F,77718,0.4513,rms_abs|interp
2026-05-06 22:08:18.068,75,0.6023,3.6057,0.4994,0.0727,-0.0547,0.0635,-0.3946,0.0081,0.961,1.000,0.100,1.000,0x0000000F,77807,0.2018,accel_spike|interp
2026-05-06 22:08:18.156,76,0.6335,3.5510,0.4733,0.0012,-0.0016,0.0014,-0.0011,0.0002,0.706,1.000,0.871,1.000,0x0000000F,77897,0.0012,
2026-05-06 22:08:18.691,82,0.7197,3.3230,0.2402,0.1540,-0.1353,-0.0553,-0.0797,-0.2592,1.000,1.000,1.000,1.000,0x0000000F,78432,0.1540,
2026-05-06 22:08:18.776,83,0.7091,3.3073,0.2342,0.1031,-0.1249,-0.0746,-0.0868,-0.2768,1.000,1.000,1.000,1.000,0x0000000F,78522,0.1623,accel_spike|interp
2026-05-06 22:08:18.869,84,0.7109,3.2967,0.3609,0.0522,-0.0172,0.0216,-0.0151,0.0030,1.000,1.000,1.000,1.000,0x0000000F,78611,0.0158,accel_spike|interp
2026-05-06 22:08:18.959,85,0.7160,3.2911,0.5097,0.0013,-0.0014,0.0018,-0.0013,0.0003,1.000,1.000,1.000,1.000,0x0000000F,78700,0.0013,
